"COMMENT_ID","AUTHOR","DATE","CONTENT","CLASS"
"z13ucxa51rnftvu2j22if5oihq2qipjlp","Kochos","2014-01-20T17:08:37","i check back often to help reach 2x10^9 views and I avoid watching Baby",0
"z120grixiomvyvbga04cfl24csz5jf4zzuc0k","eSkiip","2014-01-20T17:22:53","This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.",0
"z13gevgohyzktbztz22mcrcpntfxvpvan04","Wumrogue lite","2014-01-20T17:29:52","https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!",1
"z12gy5tb2kase1nix04cipry3mf1wh5grko0k","Ruddy Tapia","2014-01-20T17:58:46","get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ",1
"z13hxl3yoqmlvdlnu23atlqgsoyevlsse","Artsi","2014-01-20T18:52:12","Pls follow this channel!! http://www.twitch.tv/sevadus",1
"z12gv5qoconqsbe0h221wljgmwe4v1nmu","ProsGamerOnly","2014-01-20T20:00:55","hi guys check my youtube channel",1
"z13eepr4dyjet34pt04cgr1rctvwsvqwqso0k","JP Jochem","2014-01-20T20:23:35","Subscribe and like to me for more how to videos on minecraft!",1
"z121st5w5k3ui1veg22zirn4gkr5tby2v","Jdidk Loma","2014-01-20T20:35:56","http://tankionline.com#friend=cd92db3f4 great game check it out!",1
"z13osnp4hnzry1o15224yfzbotr0epxqk04","BaconBro HD","2014-01-20T21:11:52","Subscribe ME!",1
"z12rgllzmwnfuba4h04ch3njgy2fg3ryerg0k","Eanna Cusack","2014-01-20T22:20:59","Im just to check how much views it has",0
"z12rc1ebfvrmufz5w04ccl2pmt3ih5dymq40k","fastestghost","2014-01-21T02:09:22","The first comment is chuck norrus ovbiously :D",0
"z13mcpkzpoz1hj3o304cfd3oouf2tj1rnk40k","StuntmanGaming","2014-01-21T02:29:43","Behold the most viewed youtube video in the history of ever",0
"z121cnnzhsybzjkt122nsviacsekvvt1r","Master Chief","2014-01-21T03:16:46","when is this gonna hit 2 billion?",0
"z125gx4g5wemgtyvr23ryvlrbxjvwl2mi","David Bell","2014-01-21T03:18:31","the most viewed youtube video of all time?",0
"z12lzbu4iymmvjgj004cdjaonunljbjwwo00k","virgie natividad","2014-01-21T07:33:30","969,210 dislikes like dislike themselves",0
"z13kvvkixzvadn5ii04chnnbsvn3w1pq5dk","asd ad","2014-01-21T08:22:06","psy=korean",0
"z13zz3cjwmztcni0p23ug3vb0pasfvzqc04","Dymetex","2014-01-21T09:03:36","OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ",0
"z12ifxrbkmaechwtt22jwryqmoaefhipf04","MrTuizentfloot","2014-01-21T13:39:13","This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.",0
"LZQPQhLyRh_hbykd_Xw4oDROJbJTFrs-UbSB2xk8gRk","OREOGAM3R","2014-01-25T19:36:25","It's been back for quite a while now.",0
"LZQPQhLyRh9U7Lv_DKpJ7lawpBCotxfgHzBy93Tk028","LEONARDO CAETANO","2014-01-27T19:36:00","2 Billions in 2014",0
"z12eexphzo2uslizg04cirmywyzjdnm5gqc0k","fab life","2014-11-02T00:48:57","plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!",1
"z124fn5ahqnfdbxtg23ihlijyqjqtr1lk","Oh 1080s","2014-11-02T01:08:10","Sub my channel!",1
"z12lubwrvv35zpzub23ywxbbiuawjbalc","Ariel Baptista","2014-11-02T05:06:46","http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ",1
"z13osfxhtkfmwpxue234z3wimzmcs1k2x","Stefano Albanese","2014-11-02T12:04:36","http://www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ",1
"z12tcdxa5k3bsvtqh04ccnaqusj1vvfju3s","Salim Tayara","2014-11-02T14:33:30","if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.",1
"z13gsp34uumcdje4q04civk54zr4wr0gxjc","Lucky D.","2014-11-02T14:53:06","http://hackfbaccountlive.com/?ref=4604617",1
"z123e1gg3zyuf30ox04cdtbzgmaby3ehjc0","Lucas Trigo","2014-11-02T15:52:22","WHATS UP EVERYONE!? :-) I Trying To Showcase My Talent To The World! I Have Over 3000 SUBSCRIBERS! I PROMISE! I Dont Suck! Please Spread My Covers Around, SUBSCRIBE &amp; Share! Thanks so much for all your support! Lucas Trigo -Stay Awesome! ",1
"z13ezz5zsz3pyhyip04cibtpwwbdejzrmlk0k","TheHariiiii","2014-11-02T16:17:11","-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permPage=1  &lt;--------",1
"z12ywjvgdtrhxdlz504cd1tquqvuhbs4abw","Angel","2014-11-02T17:27:09","Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !",1
"z122f1fy5muwdxdxd04cexyxes3hh5hrifc","Squir3","2014-11-02T18:34:03","http://woobox.com/33gxrf/brt0u5 FREE CS GO!!!!",1
"z12jud4o3n34v5wph04ce3db0y2njn55gog0k","Kaya Roberts","2014-11-02T20:00:37","Admit it you just came here to check the number of viewers ",0
"z12xxjkwevvjzvvms22xz3sjqovty3qip04","Prim N.","2014-11-02T22:48:21","Just coming to check if people are still viewing this video. And  apparently, they still do.",0
"z13ydfww3ruysvtmv23muhspwqqjszwjc04","James Ridge","2014-11-02T23:25:44","Check my first video out",1
"z13vs53zipmszf1ib04cerd5xlmzdz5qlzw0k","Minecraft-Viasat","2014-11-03T14:38:53","Check my channel",1
"z13wzt5yezvhsboz104cjlkqalz0fpcglmk0k","Alessio Siri","2014-11-03T16:43:36","PSY - GANGNAM STYLE () M/V: http://youtu.be/9bZkp7q19f0",0
"z135fnx4ntvdx1rzn04cih1ihmqtsrbzcno0k","Backup Plus","2014-11-03T17:39:07","Suscribe My Channel Please XD lol",1
"z13dztbi0nnvdruas04cjrmjwrnvvd4jxjw","Almighty Toffeebomb","2014-11-03T19:09:40","Wow. Comments section on this still active. Not bad. Also 5277478 comments.  (Now 79)",0
"z13hgfzhnrj3sx0m222sfbo4drq1e5xyp04","Meth Lover","2014-11-03T20:32:26","http://binbox.io/1FIRo#123",1
"z12pzpvbfl2igbwhe04cihtpuwymvr5gvsg0k","NstyIC Gold","2014-11-03T20:41:23","Ching Ching ling long ding ring yaaaaaa Ganga sty FUCK YOU.",0
"z12wvpdwfzzkfrerq04civhigpqrcxmxjzc0k","Никита Безухов","2014-11-03T21:38:17","https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project",1
"z13tdv5jmlfpzj1rf04cd3ng4ljqjngxflg0k","Михаил Панкратов","2014-11-03T22:22:14","There is one video on my channel about my brother...",1
"z12ufn5puwnve3b2k22ntjqogym0fllgb04","Angek95","2014-11-03T22:28:56","Check my channel, please!",1
"z13xslra3myri3jsn22hs1wxbyuvxplr004","Arianna Leighton","2014-11-03T23:02:47","Does anyone here use gift cards like Amazon, itunes, psn, google play,  itunes, or any other gift cards? Then you'll be happy to know you can get  free gift card codes for free from an amazing site. Here is a $50 itunes  gift card code XXBB5TCZHM39HVZD",1
"z132v5iajkjuhfkyn04cg3mxclnnzj0yxmo0k","richardex8","2014-11-03T23:03:03","Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:",0
"z12mtx5hxnutsxzfn23tsljjrm2mwxtwm04","Олег Пась","2014-11-03T23:29:00","Plizz withing my channel ",1
"z121ft552pzpzhiab04cffmwitfii3lr5v40k","Crooked Gaming","2014-11-04T00:00:57","I made a gaming channel (Unique right?) :L Angry Minecraft!",1
"z135jnejqyylxvxc323tifugxr3idl1oq04","Monwar Sarkar","2014-11-04T00:18:07","Please help me go here http://www.gofundme.com/littlebrother",1
"z13zfpqpvpyvwfymk232ux4odsr1s5wm0","Jack ToadROXMK","2014-11-04T02:00:14","Anybody who subscribes to me will get 10 subscribers",1
"z13sx1mitrmpcls3f22hi5ep1yq5cvmld","roflcopter2110","2014-11-04T02:22:06","http://thepiratebay.se/torrent/6381501/Timothy_Sykes_Collection",1
"z13juvrhisuzsfczo04cgnsxhlfdiz2rhho","Imprezzi Vidzz","2014-11-04T03:12:23","My videos are half way decent, check them out if you want.",1
"z130gviqarmshdnau04cdzigvs3jepx4qw00k","khir abqari","2014-11-04T07:37:28","they said this video are not deserve 2billion views , while they keep  visiting it to watch the viewer . ",0
"z12zdj5ptyzpurkan04chtsqjszjxfmrk2w","Gloria Garcia","2014-11-04T11:38:51","subscribe to itz recaps and above diddle",1
"z12li5throi5u540y220chro4nn5gl52k","xSparkShark","2014-11-04T12:40:15","Screw this Chinese crap i dont even understand what he is saying. Why isn't  he speaking English like everyone should?",0
"z13dsnfaozyyil4m322jijgx5m3aehem2","Emerson Zanol Zanol","2014-11-04T13:48:04","need money?Enjoy https://www.tsu.co/emerson_zanol",1
"z13tczojhrqbjhv2c23kfby5wpysgpopa04","Lars Zaadstra","2014-11-04T13:54:25","Sub to my channel visuelgamingzNL I sub back",1
"z13qgx0yzwf1uj1xm04ccbkhjnrsgz0i41g","firo mota","2014-11-04T14:38:42","please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back :D hoppa HOPPA GaNgAm StYlE",1
"z13qgviizlv1d1c1422lylyahqz2h1zm5","Connor Groom","2014-11-04T18:00:07","sub me if you dont like the song",1
"z13sgnbzkwjqhhd5004cfzaheobvzbuopyg0k","Kaiser Dragon","2014-11-04T18:09:18","This is a weird video.",0
"z13etzhwwvzye1oav04cehnitxf5cx2xkts0k","Monster Sifou","2014-11-04T18:30:39","8 million likes xD even the subscribers not 8 million xD",0
"z123jlf4lzjbgpbcr23yhxyqbpe3gxpvm","TIGERIO_","2014-11-04T19:46:38","EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!",1
"z13kfzqicymszt0jp04ci5gqvqemyb2jsp00k","OFFICIAL LEXIS","2014-11-04T20:22:21","Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;",1
"z12ftpab5svihfffz23kf3iiymiwjzesi","trespasser4000","2014-11-04T22:07:22","This song never gets old love it.",0
"z13oyfkydl30exyip04cejozdtahgvx44ao","Pat M","2014-11-05T00:21:29","gofundme.com/grwmps",1
"z13cyzbbqsrxyfaec23xc10rdrrqgd0ch","Malin Linford","2014-11-05T01:13:43","Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post",1
"z13jsrtahyyqv53jc04cdr4bcwfwg3lauek","kenny clayton","2014-11-05T06:34:19","#2012bitches",0
"z135f3rwwnjafnnrv04cirmifl3lipewgl40k","Akymonix","2014-11-05T07:01:34","Made in china....",0
"z13lip25arigch3rj04cf1ko0pnczzyrtng0k","Gaming Land","2014-11-05T07:48:10","5 milions comentars and 2 bilion views",0
"z13mzp44ul21sdqcj22sgriokxyuy5det","tom hawksbee","2014-11-05T07:49:21","It is 0 zero",0
"z12rsjsiimjkjfkwt04ccbgosvrbgxupxu00k","Norman Reid","2014-11-05T08:12:06","Mix - PSY - GANGNAM STYLE () M/V: PSY - GANGNAM STYLE () M/V",0
"z13wfr2rbwytwbhf123cs1l5lz2aefdex","Emily Hamilton","2014-11-05T08:42:06","This has had over 2 billion views.  Holy shit.",0
"z13vx3kbgmq5fnlgj04cfdoqtpfyw5xqzuc0k","rolle54100","2014-11-05T10:43:27","how can there be 2.124.821.694 views, when im the only person alive after  the zombie apocalypse - greetings, spoderman :)",0
"z135vx5jfu2mfvwvr22cj11wupbtfr1gz04","MrBrunoExtreme","2014-11-05T15:10:43","Suscribe my channel please",1
"z13pdjsgqkjjtnlqz04cgtxafxqtylmixxg0k","xMasterGGx","2014-11-05T15:25:34","2,124923004 wiews... wow",0
"z12jc1uququpzbsoq04cg15poyfsxpvoojw","pro stomper","2014-11-05T15:27:34","guys please subscribe me to help my channel grow please guys",1
"z124i3ygclj0xn4ly22jzb5a2ubvtbev1","Abdinasir Omar","2014-11-05T15:28:28","Great music anyway",0
"z12kuncrps35wp1l0220s3t4ym32dtpin04","Aleksaivan Neidert","2014-11-05T15:35:49","PSY - GANGNAM STYLE () M/V: http://youtu.be/9bZkp7q19f0",0
"z123gnabnwbqtr1e022jejij0zzzez2os04","Luat ha hpuoc","2014-11-05T15:38:10","so crazy, over 2 billion views, not US, not Uk, its Korea republic, its  asia",0
"z121jvbjakmbehsys04ce5yj1y3hxx0hzsk0k","abdellah chafouai","2014-11-05T16:12:51","Discover a beautiful song of A young Moroccan     http://www.linkbucks.com/AcN2g",1
"z13xhp2xmkeowtbyo04cffggylf3yjjpsns0k","Brotha B","2014-11-05T16:18:58","Like getting Gift cards..but hate spending the cash.... Try Juno Wallet !!! At Juno Wallet you can earn money for gift cards such as ; Nike, Gamestop,  Amazon , Ebay Etc &amp; its easy  Earn money by doing simple task like watching videos..downloading apps &amp;  you can even earn money by inviting your friends to join...its free for  signup Sign up today &amp; use promo code BD3721315",1
"z12dzlpo0ueie1go404cfjjwsxf1g1lrtdo","Amir effect","2014-11-05T17:18:14","Can somebody wake me up when we get to 3 billion views.",0
"z12jxvuzgxusjl1jw04ccxshdwyfx1pjzfk","lakis constantinou","2014-11-05T18:02:31","PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :D",0
"z13dgdl4hyirg3gcd23pw3nw0zrsebpqb04","just a filthy kafir","2014-11-05T18:05:17","Justin bieber = gay ",0
"z13gypjrmumhxromj23jyjhhenvdgpuxh04","HarveyIsTheBoss","2014-11-05T18:16:55","You gotta say its funny. well not 2 billion worth funny but still. It  clicked and everything went uphill. At least you don't have JB's shit on  #1.",0
"z12wilyi3mzzjlzkw225hrzrxvb4tjgln","M7AMDksa","2014-11-05T19:51:38","    ",0
"z12uw5z5roiqel3ds22iifbhbmnijn1qz04","Noah François","2014-11-05T20:15:09","Ahhh, 2 years ago....",0
"z12wsx5amr3ahbgl122mc5qr5v23vnist","Neely Nesley","2014-11-05T20:19:26","Dance dance,,,,,Psy  http://www.reverbnation.com/msmarilynmiles",1
"z122f10gdvathpo2222pshcxxpjliddjv04","BmwManDexter","2014-11-05T20:33:15","check out ""starlitnightsky"" channel to see epic videos",1
"z13ghjrh5vqbetiw104chhdrlsv0szfqbxk0k","KodysMan Dunt Know","2014-11-05T21:10:09","https://www.tsu.co/KodysMan plz ^^",1
"z13nwn54ukukyhdfb223vttqnu31hvf4k04","nachopinca3901","2014-11-05T21:14:36","Stupid people... this video doesnt have 2 billion visits. Have 2 thousands  millions",0
"z12kcx2ahwmpupnw004cdt3rwqfes3xgbns0k","Mehmet Demirel","2014-11-05T21:25:27","http://www.gcmforex.com/partners/aw.aspx?Task=JoinT2&amp;AffiliateID=9107",1
"z12udxjwpwurtlwz304ccbrhdtusth4herk0k","PacKmaN","2014-11-05T21:56:39","check men out i put allot of effort into my music but unfortunatly not many  watch it",1
"z13ky1cgzpjpvdpp004chhebvqnkhnpjmzo0k","Alessandro leite","2014-11-05T22:21:36","pls http://www10.vakinha.com.br/VaquinhaE.aspx?e=313327 help me get vip gun  cross fire al",1
"z121cngqep23db2o404cjf4zvsf2cjerdaw","TLouX music","2014-11-05T22:41:42","Add me here...https://www.facebook.com/TLouXmusic",1
"z13osluqrpefv1hd323idhejzxanc3ai004","Tyrek Sings","2014-11-05T22:50:02","CHECK MY CHANNEL OUT PLEASE. I DO SINGING COVERS",1
"z12ehhxzutqbsjrpq04ccjlqhrv5y3dzkn40k","NursePoison","2014-11-06T01:12:14","I think this is now a place to promote channels in the comment section lol.",0
"z12bv5zxvpryjjspn04cdfwz5lrtzjhooqw0k","Peter Johnson","2014-11-06T01:44:12","Get free gift cards and pay pal money!",1
"z12zstfhixudundzf04cjbsp0rjrzh1rw3k","MiningBip3","2014-11-06T02:22:00","Check out pivot animations in my channel",1
"z13zxdkalk3ryvxr004cj1vabkn2dvcyusg0k","Ju`Wan Wright","2014-11-06T02:39:07","Follow me on twitter &amp; IG : __killuminati94",1
"z12zjztrvlnafvk2n230wjmztyfxxpbk2","CronicleFPS","2014-11-06T03:10:26","Check me out I'm all about gaming ",1
"z12mzferzsanzhld022fhhdarrusivwkq","marye","2014-11-06T04:42:33","Oppa! Yeah! Best Song!",0
"z13cydjppmiostv1l22dtzd5xnbjebax004","Giang Nguyen","2014-11-06T04:54:22","More... http://www.sunfrogshirts.com/Sunglass-World.html?24398",1
"z13hubqrnwquen2gu04cdbbx4rqgxxcwvo00k","Giang Nguyen","2014-11-06T04:55:41","https://www.facebook.com/teeLaLaLa",1
"z13xsxxqlxnzz3d3g22wfjx5lsrjgpaic04","MasterRobotTV","2014-11-06T05:40:43","http://www.twitch.tv/zxlightsoutxz",1
"z13zjbvbeszjcvdsx22ww5cgcrydzlf5u04","ROB YSF","2014-11-06T09:15:12","reminds me of this song https://soundcloud.com/popaegis/wrenn-almond-eyes",1
"z12yinh5ks2oinqzn04cctkgvvrohbrazvo0k","Rancy Gaming","2014-11-06T09:41:07","What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194",1
"z13mtrjqsqzliho5w04cex3zmoqfvnpgyys0k","FatPocketsTv","2014-11-06T09:49:14","Search ""Chubbz Dinero - Ready Or Not "" Thanks ",1
"z12lg1vizrmsgxm3q23oij4aqrjxjdd1p","Holly","2014-11-06T13:41:30","Follow me on Twitter @mscalifornia95",1
"z13zhhualofpyz22z22pydei0oeyt5abc04","unknown","2014-11-06T14:50:18","  every single types of face on earth",0
